Entity,Code,Year,"Yield"
Americas (FAO),,2000,0.7441999912261963
Americas (FAO),,2001,0.7173999547958374
Americas (FAO),,2002,0.8348000049591064
Americas (FAO),,2003,0.7168999910354614
Americas (FAO),,2004,0.7960000038146973
Americas (FAO),,2005,0.7386999726295471
Americas (FAO),,2006,0.8385999798774719
Americas (FAO),,2007,0.7968999743461609
Americas (FAO),,2008,0.9038999676704407
Americas (FAO),,2009,0.7928999662399292
Americas (FAO),,2010,0.8840000033378601
Americas (FAO),,2011,0.875
Americas (FAO),,2012,0.9679999947547913
Americas (FAO),,2013,0.9398999810218811
Americas (FAO),,2014,0.9388999938964844
Americas (FAO),,2015,0.94159996509552
Americas (FAO),,2016,1.0225999355316162
Americas (FAO),,2017,0.9781000018119812
Americas (FAO),,2018,1.1365000009536743
Americas (FAO),,2019,1.0519999265670776
Americas (FAO),,2020,1.166599988937378
Angola,AGO,1961,0.48169997334480286
Angola,AGO,1962,0.3700000047683716
Angola,AGO,1963,0.33660000562667847
Angola,AGO,1964,0.39640000462532043
Angola,AGO,1965,0.4099999964237213
Angola,AGO,1966,0.4513999819755554
Angola,AGO,1967,0.47039997577667236
Angola,AGO,1968,0.3959999978542328
Angola,AGO,1969,0.429999977350235
Angola,AGO,1970,0.40799999237060547
Angola,AGO,1971,0.4560000002384186
Angola,AGO,1972,0.44999998807907104
Angola,AGO,1973,0.41999998688697815
Angola,AGO,1974,0.4494999945163727
Angola,AGO,1975,0.5142999887466431
Angola,AGO,1976,0.2874000072479248
Angola,AGO,1977,0.28529998660087585
Angola,AGO,1978,0.17159999907016754
Angola,AGO,1979,0.08669999986886978
Angola,AGO,1980,0.21629999577999115
Angola,AGO,1981,0.13759998977184296
Angola,AGO,1982,0.09669999778270721
Angola,AGO,1983,0.0722000002861023
Angola,AGO,1984,0.08329999446868896
Angola,AGO,1985,0.06669999659061432
Angola,AGO,1986,0.12870000302791595
Angola,AGO,1987,0.09160000085830688
Angola,AGO,1988,0.12939999997615814
Angola,AGO,1989,0.13329999148845673
Angola,AGO,1990,0.08329999446868896
Angola,AGO,1991,0.0908999964594841
Angola,AGO,1992,0.09999999403953552
Angola,AGO,1993,0.10269999504089355
Angola,AGO,1994,0.053999997675418854
Angola,AGO,1995,0.08249999582767487
Angola,AGO,1996,0.08060000091791153
Angola,AGO,1997,0.10379999876022339
Angola,AGO,1998,0.14569999277591705
Angola,AGO,1999,0.10999999940395355
Angola,AGO,2000,0.1419999897480011
Angola,AGO,2001,0.1030999943614006
Angola,AGO,2002,0.11449999362230301
Angola,AGO,2003,0.10199999809265137
Angola,AGO,2004,0.11649999767541885
Angola,AGO,2005,0.21879999339580536
Angola,AGO,2006,0.33329999446868896
Angola,AGO,2007,0.5263000130653381
Angola,AGO,2008,0.19999998807907104
Angola,AGO,2009,0.2651999890804291
Angola,AGO,2010,0.3425000011920929
Angola,AGO,2011,0.30709999799728394
Angola,AGO,2012,0.30699998140335083
Angola,AGO,2013,0.3082999885082245
Angola,AGO,2014,0.2874999940395355
Angola,AGO,2015,0.2874000072479248
Angola,AGO,2016,0.3061999976634979
Angola,AGO,2017,0.307699978351593
Angola,AGO,2018,0.3000999987125397
Angola,AGO,2019,0.3046000003814697
Angola,AGO,2020,0.30410000681877136
Asia,,1961,0.5364145636558533
Asia,,1962,0.5269989967346191
Asia,,1963,0.5435240864753723
Asia,,1964,0.5891522765159607
Asia,,1965,0.578103244304657
Asia,,1966,0.5747411251068115
Asia,,1967,0.5945085287094116
Asia,,1968,0.5665916800498962
Asia,,1969,0.6404936909675598
Asia,,1970,0.598080575466156
Asia,,1971,0.6560064554214478
Asia,,1972,0.5864889025688171
Asia,,1973,0.6295339465141296
Asia,,1974,0.6256097555160522
Asia,,1975,0.6702324748039246
Asia,,1976,0.6238775849342346
Asia,,1977,0.648597240447998
Asia,,1978,0.710187554359436
Asia,,1979,0.67924565076828
Asia,,1980,0.7142995595932007
Asia,,1981,0.6809480786323547
Asia,,1982,0.7029330730438232
Asia,,1983,0.6582279205322266
Asia,,1984,0.5939650535583496
Asia,,1985,0.6463274359703064
Asia,,1986,0.6126572489738464
Asia,,1987,0.6845216155052185
Asia,,1988,0.6092967987060547
Asia,,1989,0.6952617764472961
Asia,,1990,0.6301834583282471
Asia,,1991,0.6511073112487793
Asia,,1992,0.6806298494338989
Asia,,1993,0.6675862669944763
Asia,,1994,0.7401604652404785
Asia,,1995,0.7264476418495178
Asia,,1996,0.7695248126983643
Asia,,1997,0.8147392868995667
Asia,,1998,0.8264172077178955
Asia,,1999,0.8633559942245483
Asia,,2000,0.8015683889389038
Asia,,2001,0.8135056495666504
Asia,,2002,0.7630286812782288
Asia,,2003,0.7852081060409546
Asia,,2004,0.8495888710021973
Asia,,2005,0.8281038403511047
Asia,,2006,0.8814314007759094
Asia,,2007,0.9944542050361633
Asia,,2008,0.919532835483551
Asia,,2009,0.9336352944374084
Asia,,2010,0.9496353268623352
Asia,,2011,0.9815698266029358
Asia,,2012,1.0431066751480103
Asia,,2013,1.059084415435791
Asia,,2014,1.0761810541152954
Asia,,2015,1.0771663188934326
Asia,,2016,1.085673451423645
Asia,,2017,1.1243759393692017
Asia,,2018,1.1436645984649658
Asia,,2019,1.180403470993042
Asia,,2020,1.1962388753890991
Asia (FAO),,1961,0.5363999605178833
Asia (FAO),,1962,0.5270000100135803
Asia (FAO),,1963,0.5435000061988831
Asia (FAO),,1964,0.589199960231781
Asia (FAO),,1965,0.5780999660491943
Asia (FAO),,1966,0.5746999979019165
Asia (FAO),,1967,0.5945000052452087
Asia (FAO),,1968,0.56659996509552
Asia (FAO),,1969,0.640500009059906
Asia (FAO),,1970,0.5981000065803528
Asia (FAO),,1971,0.6559999585151672
Asia (FAO),,1972,0.5864999890327454
Asia (FAO),,1973,0.6294999718666077
Asia (FAO),,1974,0.6255999803543091
Asia (FAO),,1975,0.670199990272522
Asia (FAO),,1976,0.6238999962806702
Asia (FAO),,1977,0.6485999822616577
Asia (FAO),,1978,0.7102000117301941
Asia (FAO),,1979,0.6791999936103821
Asia (FAO),,1980,0.7142999768257141
Asia (FAO),,1981,0.680899977684021
Asia (FAO),,1982,0.7028999924659729
Asia (FAO),,1983,0.6581999659538269
Asia (FAO),,1984,0.593999981880188
Asia (FAO),,1985,0.6462999582290649
Asia (FAO),,1986,0.6126999855041504
Asia (FAO),,1987,0.684499979019165
Asia (FAO),,1988,0.6092999577522278
Asia (FAO),,1989,0.6952999830245972
Asia (FAO),,1990,0.6301999688148499
Asia (FAO),,1991,0.6510999798774719
Asia (FAO),,1992,0.6805999875068665
Asia (FAO),,1993,0.6675999760627747
Asia (FAO),,1994,0.7401999831199646
Asia (FAO),,1995,0.7263999581336975
Asia (FAO),,1996,0.7694999575614929
Asia (FAO),,1997,0.8147000074386597
Asia (FAO),,1998,0.8263999819755554
Asia (FAO),,1999,0.8633999824523926
Asia (FAO),,2000,0.8015999794006348
Asia (FAO),,2001,0.8134999871253967
Asia (FAO),,2002,0.762999951839447
Asia (FAO),,2003,0.7851999998092651
Asia (FAO),,2004,0.8495999574661255
Asia (FAO),,2005,0.8280999660491943
Asia (FAO),,2006,0.8813999891281128
Asia (FAO),,2007,0.9944999814033508
Asia (FAO),,2008,0.9194999933242798
Asia (FAO),,2009,0.9335999488830566
Asia (FAO),,2010,0.9495999813079834
Asia (FAO),,2011,0.9815999865531921
Asia (FAO),,2012,1.0430999994277954
Asia (FAO),,2013,1.0591000318527222
Asia (FAO),,2014,1.076200008392334
Asia (FAO),,2015,1.077199935913086
Asia (FAO),,2016,1.0856999158859253
Asia (FAO),,2017,1.124400019645691
Asia (FAO),,2018,1.1437000036239624
Asia (FAO),,2019,1.180400013923645
Asia (FAO),,2020,1.1962000131607056
Belize,BLZ,1998,2.657099962234497
Belize,BLZ,1999,1.75
Belize,BLZ,2000,4.125
Belize,BLZ,2001,3.271399974822998
Belize,BLZ,2002,3.2428998947143555
Belize,BLZ,2003,3.271399974822998
Belize,BLZ,2004,3.299999952316284
Belize,BLZ,2005,2.700000047683716
Belize,BLZ,2006,2.375
Belize,BLZ,2007,1
Belize,BLZ,2008,2.25
Belize,BLZ,2009,2.019199848175049
Belize,BLZ,2010,1.7999999523162842
Belize,BLZ,2011,1.6545000076293945
Belize,BLZ,2012,1.5084999799728394
Belize,BLZ,2013,1.3593999147415161
Belize,BLZ,2014,1.2940999269485474
Belize,BLZ,2015,1.1973999738693237
Belize,BLZ,2016,1.2898999452590942
Belize,BLZ,2017,1.2393999099731445
Belize,BLZ,2018,1.2360999584197998
Belize,BLZ,2019,1.2253999710083008
Belize,BLZ,2020,1.1971999406814575
Benin,BEN,1961,0.4179999828338623
Benin,BEN,1962,0.34599998593330383
Benin,BEN,1963,0.2003999948501587
Benin,BEN,1964,0.21299999952316284
Benin,BEN,1965,0.17819999158382416
Benin,BEN,1966,0.20819999277591705
Benin,BEN,1967,0.21719999611377716
Benin,BEN,1968,0.1021999940276146
Benin,BEN,1969,0.4535999894142151
Benin,BEN,1970,0.3879999816417694
Benin,BEN,1971,0.44579997658729553
Benin,BEN,1972,0.45399999618530273
Benin,BEN,1973,0.26819998025894165
Benin,BEN,1974,0.32199999690055847
Benin,BEN,1975,0.3974999785423279
Benin,BEN,1976,0.3992999792098999
Benin,BEN,1977,0.4066999852657318
Benin,BEN,1978,0.3700000047683716
Benin,BEN,1979,0.3100000023841858
Benin,BEN,1980,0.32099997997283936
Benin,BEN,1981,0.38999998569488525
Benin,BEN,1982,0.32580000162124634
Benin,BEN,1983,0.33329999446868896
Benin,BEN,1984,0.5999999642372131
Benin,BEN,1985,0.23330000042915344
Benin,BEN,1986,0.3666999936103821
Benin,BEN,1987,0.3799999952316284
Benin,BEN,1988,0.5399999618530273
Benin,BEN,1989,0.26669999957084656
Benin,BEN,1990,0.11999999731779099
Benin,BEN,1991,0.1680999994277954
Benin,BEN,1992,0.17679999768733978
Benin,BEN,1993,0.19999998807907104
Benin,BEN,1994,0.19999998807907104
Benin,BEN,1995,0.1891999989748001
Benin,BEN,1996,0.18709999322891235
Benin,BEN,1997,0.18850000202655792
Benin,BEN,1998,0.1889999955892563
Benin,BEN,1999,0.1898999959230423
Benin,BEN,2000,0.19089999794960022
Benin,BEN,2001,0.19999998807907104
Benin,BEN,2002,0.19999998807907104
Benin,BEN,2003,0.19999998807907104
Benin,BEN,2004,0.19550000131130219
Benin,BEN,2005,0.19339999556541443
Benin,BEN,2006,0.1922999918460846
Benin,BEN,2007,0.19169999659061432
Benin,BEN,2008,0.18769998848438263
Benin,BEN,2009,0.18869999051094055
Benin,BEN,2010,0.1817999929189682
Benin,BEN,2011,0.19119998812675476
Benin,BEN,2012,0.19429999589920044
Benin,BEN,2013,0.1972000002861023
Benin,BEN,2014,0.1938999891281128
Benin,BEN,2015,0.19370000064373016
Benin,BEN,2016,0.19599999487400055
Benin,BEN,2017,0.19499999284744263
Benin,BEN,2018,0.19349999725818634
Benin,BEN,2019,0.19509999454021454
Benin,BEN,2020,0.19429999589920044
Bolivia,BOL,1961,0.733299970626831
Bolivia,BOL,1962,0.733299970626831
Bolivia,BOL,1963,0.6899999976158142
Bolivia,BOL,1964,0.6899999976158142
Bolivia,BOL,1965,0.6900999546051025
Bolivia,BOL,1966,0.6643999814987183
Bolivia,BOL,1967,0.7872999906539917
Bolivia,BOL,1968,0.7910000085830688
Bolivia,BOL,1969,0.8312999606132507
Bolivia,BOL,1970,0.8357999920845032
Bolivia,BOL,1971,0.8411999940872192
Bolivia,BOL,1972,0.8435999751091003
Bolivia,BOL,1973,0.8323000073432922
Bolivia,BOL,1974,0.8305000066757202
Bolivia,BOL,1975,0.861299991607666
Bolivia,BOL,1976,0.7117999792098999
Bolivia,BOL,1977,0.7131999731063843
Bolivia,BOL,1978,0.6880999803543091
Bolivia,BOL,1979,0.7041999697685242
Bolivia,BOL,1980,0.8982999920845032
Bolivia,BOL,1981,0.9073999524116516
Bolivia,BOL,1982,0.8994999527931213
Bolivia,BOL,1983,0.8988999724388123
Bolivia,BOL,1984,0.8502999544143677
Bolivia,BOL,1985,0.8423999547958374
Bolivia,BOL,1986,0.8434000015258789
Bolivia,BOL,1987,0.8999999761581421
Bolivia,BOL,1988,0.8797000050544739
Bolivia,BOL,1989,0.8840000033378601
Bolivia,BOL,1990,0.8849999904632568
Bolivia,BOL,1991,0.636900007724762
Bolivia,BOL,1992,0.685699999332428
Bolivia,BOL,1993,0.5690999627113342
Bolivia,BOL,1994,0.819599986076355
Bolivia,BOL,1995,0.8637999892234802
Bolivia,BOL,1996,0.9330999851226807
Bolivia,BOL,1997,0.9545999765396118
Bolivia,BOL,1998,0.9546999931335449
Bolivia,BOL,1999,1.1094999313354492
Bolivia,BOL,2000,1.1348999738693237
Bolivia,BOL,2001,0.9754999876022339
Bolivia,BOL,2002,0.9865999817848206
Bolivia,BOL,2003,0.9871999621391296
Bolivia,BOL,2004,0.9767999649047852
Bolivia,BOL,2005,0.9787999987602234
Bolivia,BOL,2006,0.9888999462127686
Bolivia,BOL,2007,1.0519999265670776
Bolivia,BOL,2008,1.0600999593734741
Bolivia,BOL,2009,1.0719000101089478
Bolivia,BOL,2010,0.9310999512672424
Bolivia,BOL,2011,0.9321999549865723
Bolivia,BOL,2012,0.9004999995231628
Bolivia,BOL,2013,0.9723999500274658
Bolivia,BOL,2014,0.8965999484062195
Bolivia,BOL,2015,0.9097999930381775
Bolivia,BOL,2016,0.9193999767303467
Bolivia,BOL,2017,0.8984999656677246
Bolivia,BOL,2018,0.899399995803833
Bolivia,BOL,2019,0.9741999506950378
Bolivia,BOL,2020,0.9158999919891357
Brazil,BRA,1961,0.5083999633789062
Brazil,BRA,1962,0.49079999327659607
Brazil,BRA,1963,0.38509997725486755
Brazil,BRA,1964,0.28189998865127563
Brazil,BRA,1965,0.6534000039100647
Brazil,BRA,1966,0.3933999836444855
Brazil,BRA,1967,0.5399999618530273
Brazil,BRA,1968,0.4032999873161316
Brazil,BRA,1969,0.4991999864578247
Brazil,BRA,1970,0.3140999972820282
Brazil,BRA,1971,0.6491000056266785
Brazil,BRA,1972,0.6601999998092651
Brazil,BRA,1973,0.4196999967098236
Brazil,BRA,1974,0.7495999932289124
Brazil,BRA,1975,0.5738999843597412
Brazil,BRA,1976,0.3353999853134155
Brazil,BRA,1977,0.5023999810218811
Brazil,BRA,1978,0.5805000066757202
Brazil,BRA,1979,0.5539000034332275
Brazil,BRA,1980,0.43609997630119324
Brazil,BRA,1981,0.7762999534606934
Brazil,BRA,1982,0.5054000020027161
Brazil,BRA,1983,0.7124999761581421
Brazil,BRA,1984,0.5669000148773193
Brazil,BRA,1985,0.75409996509552
Brazil,BRA,1986,0.4018999934196472
Brazil,BRA,1987,0.765999972820282
Brazil,BRA,1988,0.45669999718666077
Brazil,BRA,1989,0.5037999749183655
Brazil,BRA,1990,0.503600001335144
Brazil,BRA,1991,0.5501999855041504
Brazil,BRA,1992,0.5177000164985657
Brazil,BRA,1993,0.5659999847412109
Brazil,BRA,1994,0.623199999332428
Brazil,BRA,1995,0.4973999857902527
Brazil,BRA,1996,0.7129999995231628
Brazil,BRA,1997,0.617900013923645
Brazil,BRA,1998,0.8159999847412109
Brazil,BRA,1999,0.7340999841690063
Brazil,BRA,2000,0.8392999768257141
Brazil,BRA,2001,0.7788999676704407
Brazil,BRA,2002,1.101099967956543
Brazil,BRA,2003,0.8294999599456787
Brazil,BRA,2004,1.0411999225616455
Brazil,BRA,2005,0.9200999736785889
Brazil,BRA,2006,1.1129999160766602
Brazil,BRA,2007,0.9932999610900879
Brazil,BRA,2008,1.2585999965667725
Brazil,BRA,2009,1.1425999402999878
Brazil,BRA,2010,1.3460999727249146
Brazil,BRA,2011,1.2567999362945557
Brazil,BRA,2012,1.4326999187469482
Brazil,BRA,2013,1.4214999675750732
Brazil,BRA,2014,1.4035999774932861
Brazil,BRA,2015,1.3386999368667603
Brazil,BRA,2016,1.514799952507019
Brazil,BRA,2017,1.4893999099731445
Brazil,BRA,2018,1.9059998989105225
Brazil,BRA,2019,1.649999976158142
Brazil,BRA,2020,1.949299931526184
Burundi,BDI,1961,0.7777999639511108
Burundi,BDI,1962,0.8666999936103821
Burundi,BDI,1963,0.2687000036239624
Burundi,BDI,1964,0.7202999591827393
Burundi,BDI,1965,0.4739999771118164
Burundi,BDI,1966,0.5210999846458435
Burundi,BDI,1967,0.667199969291687
Burundi,BDI,1968,0.5702999830245972
Burundi,BDI,1969,0.501800000667572
Burundi,BDI,1970,0.7374999523162842
Burundi,BDI,1971,0.8033999800682068
Burundi,BDI,1972,0.6222000122070312
Burundi,BDI,1973,0.7131999731063843
Burundi,BDI,1974,0.937999963760376
Burundi,BDI,1975,0.5640999674797058
Burundi,BDI,1976,0.6492999792098999
Burundi,BDI,1977,0.5160999894142151
Burundi,BDI,1978,0.6904000043869019
Burundi,BDI,1979,0.792199969291687
Burundi,BDI,1980,0.6297999620437622
Burundi,BDI,1981,0.7967999577522278
Burundi,BDI,1982,0.5946999788284302
Burundi,BDI,1983,1.1597999334335327
Burundi,BDI,1984,0.8308999538421631
Burundi,BDI,1985,1.0153999328613281
Burundi,BDI,1986,0.8233999609947205
Burundi,BDI,1987,0.9573999643325806
Burundi,BDI,1988,0.9275999665260315
Burundi,BDI,1989,0.8050999641418457
Burundi,BDI,1990,0.7741999626159668
Burundi,BDI,1991,0.9000999927520752
Burundi,BDI,1992,0.9303999543190002
Burundi,BDI,1993,0.8210999965667725
Burundi,BDI,1994,0.9384999871253967
Burundi,BDI,1995,0.7289999723434448
Burundi,BDI,1996,0.790399968624115
Burundi,BDI,1997,0.689300000667572
Burundi,BDI,1998,0.6049000024795532
Burundi,BDI,1999,0.9102999567985535
Burundi,BDI,2000,1.0877000093460083
Burundi,BDI,2001,1.0920000076293945
Burundi,BDI,2002,0.958899974822998
Burundi,BDI,2003,0.9643999934196472
Burundi,BDI,2004,0.9738999605178833
Burundi,BDI,2005,0.9412999749183655
Burundi,BDI,2006,0.9768999814987183
Burundi,BDI,2007,1.065500020980835
Burundi,BDI,2008,0.9302999973297119
Burundi,BDI,2009,0.7890999913215637
Burundi,BDI,2010,0.8267999887466431
Burundi,BDI,2011,0.8999999761581421
Burundi,BDI,2012,0.8737999796867371
Burundi,BDI,2013,0.8661999702453613
Burundi,BDI,2014,0.8950999975204468
Burundi,BDI,2015,0.9199000000953674
Burundi,BDI,2016,0.9353999495506287
Burundi,BDI,2017,0.9902999997138977
Burundi,BDI,2018,0.9633999466896057
Burundi,BDI,2019,0.9115999937057495
Burundi,BDI,2020,0.9021999835968018
Cambodia,KHM,1961,1.1999999284744263
Cambodia,KHM,1962,1.25
Cambodia,KHM,1963,1.25
Cambodia,KHM,1964,0.875
Cambodia,KHM,1965,0.9090999960899353
Cambodia,KHM,1966,1.0666999816894531
Cambodia,KHM,1967,1.0824999809265137
Cambodia,KHM,1968,1.1744999885559082
Cambodia,KHM,1969,1.5861999988555908
Cambodia,KHM,1970,1.3636000156402588
Cambodia,KHM,1971,1.3636000156402588
Cambodia,KHM,1972,1.0805000066757202
Cambodia,KHM,1973,0.3407000005245209
Cambodia,KHM,1974,0.3125
Cambodia,KHM,1975,0.33329999446868896
Cambodia,KHM,1976,0.31029999256134033
Cambodia,KHM,1977,0.3035999834537506
Cambodia,KHM,1978,0.29999998211860657
Cambodia,KHM,1979,0.29409998655319214
Cambodia,KHM,1980,0.3888999819755554
Cambodia,KHM,1981,0.42499998211860657
Cambodia,KHM,1982,0.41179999709129333
Cambodia,KHM,1983,0.44439998269081116
Cambodia,KHM,1984,0.48909997940063477
Cambodia,KHM,1985,0.5375999808311462
Cambodia,KHM,1986,0.5999999642372131
Cambodia,KHM,1987,0.6340999603271484
Cambodia,KHM,1988,0.666700005531311
Cambodia,KHM,1989,0.7142999768257141
Cambodia,KHM,1990,0.7239999771118164
Cambodia,KHM,1991,0.7906999588012695
Cambodia,KHM,1992,0.8181999921798706
Cambodia,KHM,1993,0.7919999957084656
Cambodia,KHM,1994,0.7450999617576599
Cambodia,KHM,1995,0.7842999696731567
Cambodia,KHM,1996,0.833299994468689
Cambodia,KHM,1997,0.7999999523162842
Cambodia,KHM,1998,0.8055999875068665
Cambodia,KHM,1999,0.821899950504303
Cambodia,KHM,2000,0.821899950504303
Cambodia,KHM,2001,0.821899950504303
Cambodia,KHM,2002,0.8107999563217163
Cambodia,KHM,2003,0.811199963092804
Cambodia,KHM,2004,0.8157999515533447
Cambodia,KHM,2005,0.7999999523162842
Cambodia,KHM,2006,0.75
Cambodia,KHM,2007,0.7804999947547913
Cambodia,KHM,2008,0.8048999905586243
Cambodia,KHM,2009,0.833299994468689
Cambodia,KHM,2010,0.8134999871253967
Cambodia,KHM,2011,0.8004999756813049
Cambodia,KHM,2012,0.7990999817848206
Cambodia,KHM,2013,0.7985999584197998
Cambodia,KHM,2014,0.8021999597549438
Cambodia,KHM,2015,0.8025999665260315
Cambodia,KHM,2016,0.7626999616622925
Cambodia,KHM,2017,0.7886999845504761
Cambodia,KHM,2018,0.784500002861023
Cambodia,KHM,2019,0.778499960899353
Cambodia,KHM,2020,0.7839999794960022
Cameroon,CMR,1961,0.44699999690055847
Cameroon,CMR,1962,0.44999998807907104
Cameroon,CMR,1963,0.3572999835014343
Cameroon,CMR,1964,0.39399999380111694
Cameroon,CMR,1965,0.46309998631477356
Cameroon,CMR,1966,0.39559999108314514
Cameroon,CMR,1967,0.38830000162124634
Cameroon,CMR,1968,0.3799999952316284
Cameroon,CMR,1969,0.3804999887943268
Cameroon,CMR,1970,0.4226999878883362
